source_id,target_id,source_dataset,target_dataset
215216086,583205235,E13,E13
215216086,585439502,E13,E13
215216086,595539789,E13,E13
215216086,632742781,E13,E13
215216086,702727668,E13,E13
215216086,787115406,E13,E13
215216086,835342567,E13,E13
215216086,876501625,E13,E13
215216086,917243564,E13,E13
215216086,974190704,E13,E13
215216086,1001305494,E13,TFP
215216086,1009413198,E13,E13
215216086,1030992019,E13,E13
215216086,1065760964,E13,E13
216522413,6082972,E13,TFP
216522413,6684602,E13,E13
216522413,14958182,E13,E13
216522413,15391421,E13,E13
216522413,22598920,E13,TFP
216522413,22985259,E13,E13
216522413,29500667,E13,E13
216522413,84596057,E13,E13
216522413,95243555,E13,E13
216522413,104897833,E13,E13
216522413,110273768,E13,E13
216522413,111924058,E13,E13
216522413,153324815,E13,E13
216522413,178507135,E13,E13
216522413,197347453,E13,E13
216522413,202244649,E13,E13
216522413,293394867,E13,E13
216522413,451033303,E13,E13
216522413,460985875,E13,E13
216522413,558489220,E13,E13
216522413,563022345,E13,E13
216522413,627845498,E13,E13
216522413,702727668,E13,E13
216522413,810793700,E13,E13
216522413,825336607,E13,E13
216522413,852611210,E13,E13
216522413,868757713,E13,E13
216522413,1130960574,E13,E13
217350735,706819428,E13,E13
219346690,92403540,E13,E13
219346690,425380217,E13,E13
219346690,835342567,E13,E13
221173559,22598920,E13,TFP
221173559,67887304,E13,TFP
221173559,133447001,E13,E13
221173559,189263728,E13,E13
221173559,412145728,E13,E13
221173559,460985875,E13,E13
223533298,835342567,E13,E13
223840972,2007021,E13,TFP
223840972,12179872,E13,TFP
223840972,22598920,E13,TFP
226197498,31102741,E13,E13
226197498,36190135,E13,E13
226197498,93378883,E13,TFP
226197498,104566770,E13,E13
226197498,157042531,E13,TFP
226197498,160466484,E13,E13
226197498,170384943,E13,E13
226197498,232560751,E13,E13
226197498,425138781,E13,E13
226197498,471992869,E13,E13
226197498,501066121,E13,TFP
226197498,522582939,E13,E13
226197498,706819428,E13,E13
226197498,722214212,E13,E13
226197498,835342567,E13,E13
226964193,394233142,E13,E13
229298733,600090702,E13,E13
229758375,291403211,E13,E13
231377654,92403540,E13,E13
232560751,6082972,E13,TFP
232560751,6684602,E13,E13
232560751,16591972,E13,E13
232560751,22598920,E13,TFP
232560751,22985259,E13,E13
232560751,53025684,E13,E13
232560751,92403540,E13,E13
232560751,134803800,E13,E13
232560751,173164569,E13,E13
232560751,197347453,E13,E13
232560751,226197498,E13,E13
232560751,361784332,E13,E13
232560751,445761780,E13,E13
232560751,450630648,E13,E13
232560751,517400735,E13,E13
232560751,552027659,E13,TFP
232560751,787115406,E13,E13
232560751,1004883073,E13,E13
233245609,57573169,E13,TFP
233245609,181477746,E13,E13
233245609,215216086,E13,E13
233245609,416157197,E13,E13
233245609,600090702,E13,E13
233287464,129515952,E13,TFP
233287464,134803800,E13,E13
233287464,298018338,E13,E13
233287464,380319760,E13,E13
235303172,92403540,E13,E13
235303172,215216086,E13,E13
237747438,425380217,E13,E13
240346934,374138547,E13,TFP
242064566,273686840,E13,E13
242064566,279211405,E13,E13
242301103,92225723,E13,E13
242341704,92403540,E13,E13
242341704,105496654,E13,E13
242341704,327900613,E13,E13
242341704,446143453,E13,E13
242341704,620243872,E13,E13
243891976,92403540,E13,E13
243891976,486966473,E13,E13
244625605,74156552,E13,E13
244625605,157042531,E13,TFP
244625605,562250174,E13,E13
245306807,8933252,E13,E13
245306807,111924058,E13,E13
245306807,149248959,E13,TFP
245306807,517400735,E13,E13
245306807,563022345,E13,E13
245430145,7046912,E13,E13
245430145,140030010,E13,E13
245430145,706819428,E13,E13
245953131,38002859,E13,E13
245953131,92403540,E13,E13
245953131,157042531,E13,TFP
245953131,361097511,E13,E13
245953131,425380217,E13,E13
245953131,706819428,E13,E13
245970658,228711740,E13,TFP
246886628,104566770,E13,E13
246886628,157042531,E13,TFP
246886628,178507135,E13,E13
250171190,16043064,E13,E13
250171190,37539436,E13,E13
250171190,85866409,E13,E13
250171190,92403540,E13,E13
250171190,104897833,E13,E13
250171190,133447001,E13,E13
250171190,183148817,E13,E13
250171190,279139861,E13,E13
250171190,835342567,E13,E13
250842076,95243555,E13,E13
250842076,157042531,E13,TFP
250842076,314922007,E13,E13
252516822,56326516,E13,E13
252686122,317336535,E13,TFP
252688673,207070244,E13,E13
252688673,363830865,E13,E13
254558097,487416678,E13,E13
254558097,1070376564,E13,E13
255656786,92403540,E13,E13
256598881,22598920,E13,TFP
256598881,115955798,E13,E13
256598881,160466484,E13,E13
256598881,327900613,E13,E13
256598881,373947833,E13,E13
257399906,86741673,E13,E13
257399906,92403540,E13,E13
257399906,129214047,E13,E13
258762800,92403540,E13,E13
258762800,425380217,E13,E13
259428725,157042531,E13,TFP
259428725,425380217,E13,E13
259428725,538395588,E13,TFP
259680844,126611558,E13,TFP
259773527,157042531,E13,TFP
259934562,22598920,E13,TFP
259934562,92403540,E13,E13
260636096,425380217,E13,E13
260693820,104566770,E13,E13
260693820,425380217,E13,E13
261223538,6082972,E13,TFP
261223538,7470952,E13,E13
261223538,21770069,E13,E13
261223538,22624920,E13,TFP
261223538,47588692,E13,TFP
261223538,104566770,E13,E13
261223538,110273768,E13,E13
261223538,131559802,E13,TFP
261223538,140527863,E13,TFP
261223538,153324815,E13,E13
261223538,178507135,E13,E13
261223538,286841761,E13,TFP
261223538,517883021,E13,E13
262100774,22598920,E13,TFP
262100774,105429377,E13,E13
262100774,157042531,E13,TFP
262100774,407101499,E13,E13
262100774,425263052,E13,E13
262100774,425380217,E13,E13
262100774,813467726,E13,E13
262235136,215216086,E13,E13
262898875,111924058,E13,E13
262898875,300796010,E13,E13
262898875,455266133,E13,E13
263278290,268773741,E13,E13
264333523,7046912,E13,E13
264333523,7773732,E13,TFP
264333523,104566770,E13,E13
264333523,104897833,E13,E13
264333523,157042531,E13,TFP
264333523,173662542,E13,E13
264333523,187536784,E13,E13
265529493,21102000,E13,E13
268773741,104566770,E13,E13
268773741,146215776,E13,TFP
268773741,263278290,E13,E13
269535022,22598920,E13,TFP
269535022,24176877,E13,TFP
269535022,117708359,E13,E13
269535022,178507135,E13,E13
269535022,428384851,E13,E13
269535022,469454275,E13,TFP
269535022,1031110604,E13,E13
270472440,92403540,E13,E13
271032827,92403540,E13,E13
272876921,22598920,E13,TFP
272876921,48182327,E13,E13
272876921,56326516,E13,E13
272876921,92403540,E13,E13
272876921,115955798,E13,E13
272876921,170352080,E13,E13
272876921,356979186,E13,TFP
272876921,370850929,E13,E13
272876921,388348486,E13,E13
272876921,426178907,E13,E13
272876921,455775628,E13,E13
272876921,471992869,E13,E13
272876921,501066121,E13,TFP
272876921,517400735,E13,E13
272876921,522582939,E13,E13
272876921,546367438,E13,E13
272876921,547680256,E13,E13
272876921,600090702,E13,E13
272876921,632742781,E13,E13
272876921,1042842432,E13,E13
272876921,1205795042,E13,E13
273686840,22015750,E13,E13
273686840,202244649,E13,E13
273686840,242064566,E13,E13
278618602,422226730,E13,E13
279139861,81592426,E13,E13
279139861,170352080,E13,E13
279139861,250171190,E13,E13
279147035,5863152,E13,TFP
279147035,22521283,E13,TFP
279147035,22598920,E13,TFP
279147035,24176877,E13,TFP
279147035,56326516,E13,E13
279147035,93378883,E13,TFP
279147035,93648877,E13,E13
279147035,126611558,E13,TFP
279147035,152905850,E13,TFP
279211405,242064566,E13,E13
279461605,56326516,E13,E13
279461605,157042531,E13,TFP
279461605,202220813,E13,TFP
279461605,845102904,E13,E13
279557700,146215776,E13,TFP
279557700,300796010,E13,E13
279557700,440184518,E13,E13
279557700,455775628,E13,E13
279644158,813467726,E13,E13
283906965,56966762,E13,E13
283906965,104566770,E13,E13
284481700,56326516,E13,E13
284481700,93378883,E13,TFP
284481700,126611558,E13,TFP
284481700,157042531,E13,TFP
284481700,167823878,E13,TFP
284481700,356979186,E13,TFP
284481700,810793700,E13,E13
284481700,920600658,E13,E13
284657297,92403540,E13,E13
285724171,187536784,E13,E13
288148846,117708359,E13,E13
288148846,380015773,E13,E13
288148846,386034126,E13,E13
288148846,425380217,E13,E13
288148846,599940695,E13,E13
288148846,835342567,E13,E13
288798453,92403540,E13,E13
289859824,57573169,E13,TFP
290723075,157042531,E13,TFP
290723075,197347453,E13,E13
290723075,215216086,E13,E13
290723075,242272799,E13,TFP
290723075,295788103,E13,E13
290723075,349204176,E13,E13
290723075,361097511,E13,E13
290723075,425380217,E13,E13
290723075,558489220,E13,E13
290723075,600090702,E13,E13
290723075,632742781,E13,E13
290723075,787115406,E13,E13
290723075,835342567,E13,E13
290723075,987068240,E13,E13
290723075,1084115989,E13,E13
290734286,423613846,E13,E13
291290779,111924058,E13,E13
291314239,92403540,E13,E13
291403211,22598920,E13,TFP
291403211,157042531,E13,TFP
291403211,160466484,E13,E13
291403211,229758375,E13,E13
291403211,451033303,E13,E13
291403211,835342567,E13,E13
292565648,150983977,E13,E13
292565648,451370524,E13,E13
292565648,868757713,E13,E13
292912980,92403540,E13,E13
292912980,104566770,E13,E13
293394867,15271419,E13,E13
293394867,29646177,E13,E13
293394867,74156552,E13,E13
293394867,77528520,E13,E13
293394867,108557681,E13,E13
293394867,110273768,E13,E13
293394867,111924058,E13,E13
293394867,131197741,E13,TFP
293394867,146215776,E13,TFP
293394867,216522413,E13,E13
293394867,351555225,E13,E13
293394867,470379248,E13,E13
293394867,585968039,E13,E13
293394867,632742781,E13,E13
293394867,851233315,E13,E13
293394867,1052685680,E13,E13
295168932,104566770,E13,E13
295168932,117708359,E13,E13
295168932,132104173,E13,E13
295168932,133447001,E13,E13
295168932,286841761,E13,TFP
295168932,291949510,E13,TFP
295168932,308672071,E13,E13
295168932,370625229,E13,E13
295168932,434826176,E13,E13
295168932,451033303,E13,E13
295168932,599940695,E13,E13
295788103,22598920,E13,TFP
295788103,37889070,E13,E13
295788103,62364690,E13,E13
295788103,93378883,E13,TFP
295788103,111924058,E13,E13
295788103,157042531,E13,TFP
295788103,183148817,E13,E13
295788103,210459173,E13,E13
295788103,228711740,E13,TFP
295788103,290723075,E13,E13
295788103,351555225,E13,E13
295788103,353768504,E13,E13
295788103,361097511,E13,E13
295788103,379296310,E13,TFP
295788103,386034126,E13,E13
295788103,469218793,E13,TFP
295788103,834186096,E13,E13
295788103,1030992019,E13,E13
296876973,7046912,E13,E13
296876973,22598920,E13,TFP
296876973,55819049,E13,E13
296876973,104566770,E13,E13
296876973,131197741,E13,TFP
296876973,291949510,E13,TFP
296999433,986839782,E13,E13
298018338,233287464,E13,E13
298459779,15922136,E13,TFP
298459779,347274232,E13,E13
298459779,446143453,E13,E13
298459779,877925696,E13,E13
298489056,131197741,E13,TFP
299837277,13260592,E13,E13
299837277,28342883,E13,E13
299837277,45529357,E13,E13
299837277,356979186,E13,TFP
299837277,384932218,E13,E13
299837762,215216086,E13,E13
300796010,7046912,E13,E13
300796010,22521283,E13,TFP
300796010,47588692,E13,TFP
300796010,49319803,E13,E13
300796010,67006908,E13,E13
300796010,92403540,E13,E13
300796010,104566770,E13,E13
300796010,110273768,E13,E13
300796010,126611558,E13,TFP
300796010,146215776,E13,TFP
300796010,178507135,E13,E13
300796010,210525855,E13,TFP
300796010,262898875,E13,E13
300796010,279557700,E13,E13
300796010,327900613,E13,E13
300838107,92403540,E13,E13
301919327,632742781,E13,E13
305187907,179588209,E13,E13
308151060,56326516,E13,E13
308151060,92403540,E13,E13
308151060,95008519,E13,E13
308151060,272911207,E13,TFP
308151060,321425967,E13,E13
308151060,356979186,E13,TFP
308672071,22598920,E13,TFP
308672071,181191549,E13,E13
308672071,242272799,E13,TFP
308672071,295168932,E13,E13
308672071,361097511,E13,E13
308672071,471992869,E13,E13
309800578,92403540,E13,E13
309800578,331312863,E13,E13
310401703,37186955,E13,TFP
310496499,17085112,E13,TFP
310496499,92403540,E13,E13
310496499,202555952,E13,E13
310496499,385868840,E13,E13
311394394,140030010,E13,E13
314030119,157042531,E13,TFP
314922007,250842076,E13,E13
315436528,22598920,E13,TFP
315436528,134803800,E13,E13
315436528,451370524,E13,E13
318661130,83236897,E13,E13
318661130,92403540,E13,E13
318661130,126727689,E13,E13
318661130,129515952,E13,TFP
318949971,56345134,E13,E13
318949971,93378883,E13,TFP
319054277,92403540,E13,E13
320669433,877925696,E13,E13
320880780,12179872,E13,TFP
320880780,22598920,E13,TFP
320880780,471093612,E13,E13
321266890,22598920,E13,TFP
321266890,104566770,E13,E13
321266890,170384943,E13,E13
321266890,178507135,E13,E13
321266890,187536784,E13,E13
321266890,327900613,E13,E13
321266890,455775628,E13,E13
321281383,168422352,E13,E13
321425967,769985,E13,TFP
321425967,7046912,E13,E13
321425967,17283453,E13,TFP
321425967,24176877,E13,TFP
321425967,72967193,E13,E13
321425967,104754590,E13,E13
321425967,116190007,E13,E13
321425967,119065059,E13,E13
321425967,308151060,E13,E13
321425967,356979186,E13,TFP
321425967,361784332,E13,E13
321425967,547811916,E13,E13
323379897,84596057,E13,E13
323379897,157042531,E13,TFP
323809354,51150318,E13,E13
323937090,92403540,E13,E13
324440293,92403540,E13,E13
324440293,157042531,E13,TFP
326054560,15271419,E13,E13
326054560,29646177,E13,E13
326054560,93259719,E13,E13
326054560,188043254,E13,TFP
326054560,469218793,E13,TFP
326054560,585968039,E13,E13
326054560,708429391,E13,E13
327510902,67006908,E13,E13
327900613,9993142,E13,E13
327900613,15271419,E13,E13
327900613,22598920,E13,TFP
327900613,52491055,E13,E13
327900613,76286424,E13,E13
327900613,132104173,E13,E13
327900613,161612145,E13,E13
327900613,183148817,E13,E13
327900613,188047458,E13,TFP
327900613,197602470,E13,E13
327900613,242341704,E13,E13
327900613,256598881,E13,E13
327900613,300796010,E13,E13
327900613,321266890,E13,E13
327900613,348430064,E13,E13
327900613,379114417,E13,E13
327900613,381666513,E13,E13
327900613,446143453,E13,E13
327900613,454200724,E13,E13
329103684,92403540,E13,E13
331312863,22598920,E13,TFP
331312863,92403540,E13,E13
331312863,309800578,E13,E13
331312863,425380217,E13,E13
331312863,487416678,E13,E13
331875962,92403540,E13,E13
332389973,31102741,E13,E13
332389973,388842116,E13,E13
332389973,610896066,E13,E13
332699729,429808930,E13,E13
332699729,1130868744,E13,E13
335208230,187536784,E13,E13
335832794,67002064,E13,E13
335832794,439062828,E13,E13
336406661,1062916164,E13,E13
336406661,1084115989,E13,E13
337161930,22598920,E13,TFP
337161930,439062828,E13,E13
337161930,1133943835,E13,E13
340346783,104566770,E13,E13
340346783,146215776,E13,TFP
340346783,187536784,E13,E13
340364061,92403540,E13,E13
340396112,140030010,E13,E13
341339579,215216086,E13,E13
341339579,451033303,E13,E13
344525772,29646177,E13,E13
344525772,188043254,E13,TFP
344525772,632742781,E13,E13
344525772,1089293960,E13,E13
346829273,22598920,E13,TFP
346829273,43775439,E13,TFP
346829273,104566770,E13,E13
346829273,187536784,E13,E13
347274232,298459779,E13,E13
348430064,327900613,E13,E13
349204176,6684602,E13,E13
349204176,12179872,E13,TFP
349204176,15271419,E13,E13
349204176,22985259,E13,E13
349204176,55532545,E13,E13
349204176,84596057,E13,E13
349204176,86561552,E13,E13
349204176,105429377,E13,E13
349204176,110273768,E13,E13
349204176,115955798,E13,E13
349204176,117755159,E13,E13
349204176,134803800,E13,E13
349204176,183148817,E13,E13
349204176,188043254,E13,TFP
349204176,197347453,E13,E13
349204176,213061611,E13,E13
349204176,215216086,E13,E13
349204176,290723075,E13,E13
349204176,388348486,E13,E13
349204176,416351352,E13,E13
349204176,417770099,E13,E13
349204176,422226730,E13,E13
349204176,423613846,E13,E13
349204176,425263052,E13,E13
349204176,428117425,E13,E13
349204176,436612105,E13,E13
349204176,450630648,E13,E13
349204176,451033303,E13,E13
349204176,451370524,E13,E13
349204176,510047880,E13,E13
349204176,522582939,E13,E13
349204176,547680256,E13,E13
349204176,595539789,E13,E13
349204176,632742781,E13,E13
349204176,702727668,E13,E13
349204176,835342567,E13,E13
349204176,852611210,E13,E13
349204176,913455692,E13,E13
349204176,920600658,E13,E13
349204176,1042842432,E13,E13
349626625,197347453,E13,E13
349929809,104566770,E13,E13
350791585,160466484,E13,E13
351555225,15271419,E13,E13
351555225,22598920,E13,TFP
351555225,29646177,E13,E13
351555225,74156552,E13,E13
351555225,105429377,E13,E13
351555225,110273768,E13,E13
351555225,111924058,E13,E13
351555225,131435310,E13,E13
351555225,134803800,E13,E13
351555225,152905850,E13,TFP
351555225,209733883,E13,E13
351555225,210459173,E13,E13
351555225,286841761,E13,TFP
351555225,293394867,E13,E13
351555225,295788103,E13,E13
351555225,407101499,E13,E13
351555225,510047880,E13,E13
351555225,632742781,E13,E13
351555225,787115406,E13,E13
351555225,1031110604,E13,E13
353768504,93378883,E13,TFP
353768504,124578978,E13,E13
353768504,160466484,E13,E13
353768504,183148817,E13,E13
353768504,187536784,E13,E13
353768504,215216086,E13,E13
353768504,295788103,E13,E13
353768504,471992869,E13,E13
353768504,495077879,E13,E13
354818247,1204191037,E13,E13
361097511,56326516,E13,E13
361097511,81056258,E13,E13
361097511,212175167,E13,E13
361097511,215216086,E13,E13
361097511,290723075,E13,E13
361097511,308672071,E13,E13
361097511,381960133,E13,E13
361097511,410941537,E13,E13
361097511,440128266,E13,TFP
361097511,499717759,E13,TFP
361097511,791874462,E13,E13
361097511,1030992019,E13,E13
361746019,194896850,E13,E13
361784332,37539436,E13,E13
361784332,56326516,E13,E13
361784332,157042531,E13,TFP
361784332,187536784,E13,E13
361784332,232560751,E13,E13
361784332,321425967,E13,E13
363251033,108557681,E13,E13
363251033,131197741,E13,TFP
363251033,133447001,E13,E13
363251033,212953427,E13,E13
363251033,471093612,E13,E13
363830865,252688673,E13,E13
364111442,92403540,E13,E13
364277230,835342567,E13,E13
364323869,215216086,E13,E13
364323869,451370524,E13,E13
364323869,835342567,E13,E13
364323869,868757713,E13,E13
364323869,930035833,E13,E13
364851614,7773732,E13,TFP
364851614,56326516,E13,E13
364851614,157042531,E13,TFP
364851614,206615715,E13,E13
365372541,15271419,E13,E13
365372541,428263137,E13,E13
365372541,792517914,E13,E13
365383515,157042531,E13,TFP
365622635,471093612,E13,E13
368579486,7773732,E13,TFP
369537903,417190929,E13,E13
369537903,810793700,E13,E13
369537903,877925696,E13,E13
370193929,92403540,E13,E13
370625229,29646177,E13,E13
370625229,47588692,E13,TFP
370625229,54864334,E13,E13
370625229,93378883,E13,TFP
370625229,104566770,E13,E13
370625229,105429377,E13,E13
370625229,110273768,E13,E13
370625229,115955798,E13,E13
370625229,131197741,E13,TFP
370625229,146215776,E13,TFP
370625229,152905850,E13,TFP
370625229,157042531,E13,TFP
370625229,295168932,E13,E13
370850929,92403540,E13,E13
370850929,272876921,E13,E13
370850929,425380217,E13,E13
370850929,428261162,E13,E13
370850929,487416678,E13,E13
373579998,74156552,E13,E13
373947833,15271419,E13,E13
373947833,74544145,E13,E13
373947833,163025432,E13,E13
373947833,256598881,E13,E13
373947833,377389027,E13,E13
373947833,403461794,E13,E13
373947833,439062828,E13,E13
373947833,594960544,E13,E13
373947833,622239105,E13,E13
374488191,7046912,E13,E13
374488191,22598920,E13,TFP
374488191,412112516,E13,E13
374488191,471093612,E13,E13
377304816,92403540,E13,E13
377389027,31102741,E13,E13
377389027,74544145,E13,E13
377389027,92403540,E13,E13
377389027,160466484,E13,E13
377389027,373947833,E13,E13
377389027,420995289,E13,E13
377389027,885222252,E13,E13
377914761,15271419,E13,E13
377914761,157042531,E13,TFP
377914761,187536784,E13,E13
377914761,425380217,E13,E13
377914761,930035833,E13,E13
378009515,22203964,E13,E13
379114417,69892452,E13,E13
379114417,110273768,E13,E13
379114417,202555952,E13,E13
379114417,327900613,E13,E13
379114417,706819428,E13,E13
380015773,187536784,E13,E13
380015773,288148846,E13,E13
380172348,56326516,E13,E13
380172348,92403540,E13,E13
380172348,422226730,E13,E13
380172348,425380217,E13,E13
380172348,451033303,E13,E13
380172348,455775628,E13,E13
380172348,706819428,E13,E13
380319760,15271419,E13,E13
380319760,29646177,E13,E13
380319760,56326516,E13,E13
380319760,92403540,E13,E13
380319760,105429377,E13,E13
380319760,134803800,E13,E13
380319760,152905850,E13,TFP
380319760,215216086,E13,E13
380319760,233287464,E13,E13
380319760,425263052,E13,E13
380319760,425380217,E13,E13
380319760,471093612,E13,E13
380319760,517400735,E13,E13
380319760,546039069,E13,E13
380319760,595539789,E13,E13
380319760,632742781,E13,E13
380319760,835342567,E13,E13
380319760,1065760964,E13,E13
381030516,553617306,E13,E13
381666513,105429377,E13,E13
381666513,327900613,E13,E13
381960133,29646177,E13,E13
381960133,361097511,E13,E13
381960133,599940695,E13,E13
381960133,632742781,E13,E13
382178634,131197741,E13,TFP
382178634,202220813,E13,TFP
382178634,451397835,E13,E13
382178634,885222252,E13,E13
382178634,900040604,E13,E13
382247829,42754744,E13,E13
383292062,7773732,E13,TFP
383292062,56345134,E13,E13
383292062,501094162,E13,E13
383387954,50619779,E13,E13
383387954,425380217,E13,E13
383825758,140030010,E13,E13
383825758,206615715,E13,E13
384753006,92403540,E13,E13
384932218,131197741,E13,TFP
384932218,299837277,E13,E13
385868840,17085112,E13,TFP
385868840,310496499,E13,E13
386034126,92403540,E13,E13
386034126,194232740,E13,E13
386034126,428261162,E13,E13
386034126,533552597,E13,E13
386779723,39201963,E13,TFP
386779723,142238323,E13,E13
387718926,22598920,E13,TFP
387971079,146215776,E13,TFP
388348486,15271419,E13,E13
388348486,22598920,E13,TFP
388348486,105429377,E13,E13
388348486,215216086,E13,E13
388348486,272876921,E13,E13
388348486,349204176,E13,E13
388348486,450630648,E13,E13
388348486,510047880,E13,E13
388348486,600090702,E13,E13
388348486,632742781,E13,E13
388348486,1042842432,E13,E13
388842116,31102741,E13,E13
388842116,174747861,E13,E13
388842116,200293129,E13,E13
388842116,332389973,E13,E13
388842116,486966473,E13,E13
388842116,562250174,E13,E13
388842116,610896066,E13,E13
388842116,787115406,E13,E13
389400082,140030010,E13,E13
389400082,220859239,E13,TFP
389400082,1065760964,E13,E13
390759955,22598920,E13,TFP
390759955,93378883,E13,TFP
390759955,157042531,E13,TFP
390759955,706819428,E13,E13
390972554,92403540,E13,E13
391924068,439062828,E13,E13
392676979,92403540,E13,E13
392676979,150026364,E13,E13
393628023,92403540,E13,E13
393628023,104566770,E13,E13
393628023,402866477,E13,E13
394004577,55532545,E13,E13
394004577,157042531,E13,TFP
394004577,801510450,E13,E13
394004577,852611210,E13,E13
394233142,55590832,E13,E13
394233142,226964193,E13,E13
394628127,733154665,E13,E13
394814291,29646177,E13,E13
394814291,120720544,E13,E13
394814291,899934248,E13,TFP
395014721,69892452,E13,E13
395014721,92403540,E13,E13
396515695,92403540,E13,E13
396618509,92403540,E13,E13
396618509,196514953,E13,E13
396625283,187536784,E13,E13
396898731,27636956,E13,E13
396898731,56326516,E13,E13
396900261,92403540,E13,E13
396900261,120720544,E13,E13
396900261,562250174,E13,E13
397320325,92403540,E13,E13
397320325,104566770,E13,E13
397324373,92403540,E13,E13
397534181,92403540,E13,E13
397534181,433984610,E13,E13
397629967,92403540,E13,E13
399484359,427676471,E13,E13
399572723,92403540,E13,E13
400300086,92403540,E13,E13
401423776,900040604,E13,E13
401423776,977265403,E13,E13
401502696,15873303,E13,E13
401502696,92403540,E13,E13
401502696,104897833,E13,E13
401502696,157042531,E13,TFP
401502696,425263052,E13,E13
401502696,440184518,E13,E13
401502696,547680256,E13,E13
401502696,825336607,E13,E13
401502696,835342567,E13,E13
402866477,92403540,E13,E13
402866477,393628023,E13,E13
403461794,373947833,E13,E13
403766373,6684602,E13,E13
403766373,15391421,E13,E13
404069171,92403540,E13,E13
404987270,706819428,E13,E13
405035087,22598920,E13,TFP
405035087,74156552,E13,E13
405035087,105429377,E13,E13
405035087,425138781,E13,E13
405140479,599940695,E13,E13
405418046,22598920,E13,TFP
405418046,56326516,E13,E13
405418046,115955798,E13,E13
405418046,215216086,E13,E13
405574548,39201963,E13,TFP
405574548,64967572,E13,E13
405574548,104566770,E13,E13
405574548,111924058,E13,E13
405574548,131559802,E13,TFP
405574548,157042531,E13,TFP
405574548,178507135,E13,E13
405574548,187536784,E13,E13
405574548,379296310,E13,TFP
406162937,110273768,E13,E13
406162937,197347453,E13,E13
406165467,39201963,E13,TFP
406165467,415073613,E13,E13
406165467,522582939,E13,E13
406165467,1205795042,E13,E13
406907214,53025684,E13,E13
406907214,56326516,E13,E13
406907214,81915249,E13,E13
406907214,83236897,E13,E13
406907214,412112516,E13,E13
406907214,479725767,E13,E13
406907214,1065760964,E13,E13
406962616,92403540,E13,E13
406962616,415073613,E13,E13
407101499,22508731,E13,E13
407101499,22598920,E13,TFP
407101499,22970058,E13,TFP
407101499,81056258,E13,E13
407101499,104566770,E13,E13
407101499,110273768,E13,E13
407101499,111924058,E13,E13
407101499,129515952,E13,TFP
407101499,134803800,E13,E13
407101499,146215776,E13,TFP
407101499,160466484,E13,E13
407101499,178507135,E13,E13
407101499,262100774,E13,E13
407101499,351555225,E13,E13
407101499,455775628,E13,E13
407101499,510047880,E13,E13
407101499,585968039,E13,E13
407101499,851233315,E13,E13
407101499,899934248,E13,TFP
407689676,439062828,E13,E13
407818010,22598920,E13,TFP
407818010,37922072,E13,E13
407818010,74544145,E13,E13
407818010,163025432,E13,E13
407818010,228711740,E13,TFP
407818010,425263052,E13,E13
407818010,451033303,E13,E13
407818010,548727018,E13,E13
407818010,557215750,E13,E13
407818010,632742781,E13,E13
407844335,92403540,E13,E13
407844335,96338067,E13,E13
408087080,131197741,E13,TFP
410044683,207490418,E13,TFP
410044683,299837277,E13,E13
410044683,406907214,E13,E13
410044683,862114981,E13,E13
410941537,117755159,E13,E13
410941537,157042531,E13,TFP
410941537,209733883,E13,E13
410941537,361097511,E13,E13
410941537,1065760964,E13,E13
411410885,92403540,E13,E13
412112516,22598920,E13,TFP
412112516,374138547,E13,TFP
412112516,374488191,E13,E13
412112516,406907214,E13,E13
412145728,12179872,E13,TFP
412145728,22598920,E13,TFP
412145728,221173559,E13,E13
412240393,92403540,E13,E13
412240393,117708359,E13,E13
412601262,126727689,E13,E13
412601262,632742781,E13,E13
413233876,92403540,E13,E13
413233876,425380217,E13,E13
413233876,599940695,E13,E13
413255529,610896066,E13,E13
413255529,885222252,E13,E13
413296140,15271419,E13,E13
413296140,56326516,E13,E13
413296140,92403540,E13,E13
413296140,118667244,E13,TFP
413296140,416157197,E13,E13
413296140,471093612,E13,E13
413296140,987068240,E13,E13
413296140,1065760964,E13,E13
413332388,42676920,E13,E13
413332388,92403540,E13,E13
413332388,104775098,E13,E13
413332388,450747981,E13,E13
413332388,597381176,E13,E13
413917055,22203964,E13,E13
413917055,202555952,E13,E13
413917055,471422290,E13,E13
413917055,487416678,E13,E13
414966228,57573169,E13,TFP
414966228,95008519,E13,E13
414966228,118339229,E13,E13
415073613,11176152,E13,E13
415073613,22203964,E13,E13
415073613,56326516,E13,E13
415073613,81680710,E13,E13
415073613,113746083,E13,E13
415073613,115955798,E13,E13
415073613,181477746,E13,E13
415073613,406165467,E13,E13
415073613,406962616,E13,E13
415073613,425138781,E13,E13
415073613,425263052,E13,E13
415073613,451033303,E13,E13
415073613,455775628,E13,E13
415073613,471093612,E13,E13
415073613,517400735,E13,E13
415073613,761723172,E13,E13
415900150,15271419,E13,E13
415900150,92403540,E13,E13
415900150,585968039,E13,E13
415900150,851233315,E13,E13
415900150,1004883073,E13,E13
416157197,118667244,E13,TFP
416157197,136622745,E13,E13
416157197,233245609,E13,E13
416157197,413296140,E13,E13
416157197,425380217,E13,E13
416157197,440184518,E13,E13
416157197,471093612,E13,E13
416194495,769985,E13,TFP
416194495,113746083,E13,E13
416194495,286841761,E13,TFP
416194495,422226730,E13,E13
416194495,455775628,E13,E13
416351352,74156552,E13,E13
416351352,105429377,E13,E13
